timestamp,electricity_demand_mw,temperature_c,hour,day_of_week,month
2024-03-20 18:00:00,1499.36,24.04,18,3,3
2024-03-20 19:00:00,1481.86,25.26,19,3,3
2024-03-20 20:00:00,1622.49,25.26,20,3,3
2024-03-20 21:00:00,1471.07,26.3,21,3,3
2024-03-20 22:00:00,1508.8,24.91,22,3,3
2024-03-20 23:00:00,1467.79,23.03,23,3,3
2024-03-21 00:00:00,1337.87,22.86,0,4,3
2024-03-21 01:00:00,1262.75,22.81,1,4,3
2024-03-21 02:00:00,1221.59,22.41,2,4,3
2024-03-21 03:00:00,1193.63,22.93,3,4,3
2024-03-21 04:00:00,1144.66,20.07,4,4,3
2024-03-21 05:00:00,1286.12,19.93,5,4,3
2024-03-21 06:00:00,1394.67,17.88,6,4,3
2024-03-21 07:00:00,1482.15,17.76,7,4,3
2024-03-21 08:00:00,1674.51,19.28,8,4,3
2024-03-21 09:00:00,1690.39,18.34,9,4,3
2024-03-21 10:00:00,1830.35,16.61,10,4,3
2024-03-21 11:00:00,1795.86,18.95,11,4,3
2024-03-21 12:00:00,1750.33,20.07,12,4,3
2024-03-21 13:00:00,1771.78,22.06,13,4,3
2024-03-21 14:00:00,1629.56,21.05,14,4,3
2024-03-21 15:00:00,1600.62,23.36,15,4,3
2024-03-21 16:00:00,1538.3,25.18,16,4,3
2024-03-21 17:00:00,1494.82,26.78,17,4,3
2024-03-21 18:00:00,1478.2,23.65,18,4,3
2024-03-21 19:00:00,1404.28,24.66,19,4,3
2024-03-21 20:00:00,1557.15,26.78,20,4,3
2024-03-21 21:00:00,1555.37,24.38,21,4,3
2024-03-21 22:00:00,1431.11,24.89,22,4,3
2024-03-21 23:00:00,1420.56,25.74,23,4,3
2024-03-22 00:00:00,1354.55,23.58,0,5,3
2024-03-22 01:00:00,1228.14,22.62,1,5,3
2024-03-22 02:00:00,1229.62,23.28,2,5,3
2024-03-22 03:00:00,1161.16,20.95,3,5,3
2024-03-22 04:00:00,1212.94,21.89,4,5,3
2024-03-22 05:00:00,1271.09,20.61,5,5,3
2024-03-22 06:00:00,1388.2,18.81,6,5,3
2024-03-22 07:00:00,1478.63,16.77,7,5,3
2024-03-22 08:00:00,1626.15,20.61,8,5,3
2024-03-22 09:00:00,1726.81,18.99,9,5,3
2024-03-22 10:00:00,1762.62,18.04,10,5,3
2024-03-22 11:00:00,1762.46,16.78,11,5,3
2024-03-22 12:00:00,1798.85,18.97,12,5,3
2024-03-22 13:00:00,1725.63,21.58,13,5,3
2024-03-22 14:00:00,1652.04,22.85,14,5,3
2024-03-22 15:00:00,1499.84,19.17,15,5,3
2024-03-22 16:00:00,1562.52,23.38,16,5,3
2024-03-22 17:00:00,1502.95,24.27,17,5,3
2024-03-22 18:00:00,1511.88,25.4,18,5,3
2024-03-22 19:00:00,1517.94,25.97,19,5,3
2024-03-22 20:00:00,1526.02,25.14,20,5,3
2024-03-22 21:00:00,1513.26,24.39,21,5,3
2024-03-22 22:00:00,1481.18,25.79,22,5,3
2024-03-22 23:00:00,1390.81,25.36,23,5,3
2024-03-23 00:00:00,1206.25,21.78,0,6,3
2024-03-23 01:00:00,1065.53,23.03,1,6,3
2024-03-23 02:00:00,1061.96,21.19,2,6,3
2024-03-23 03:00:00,1009.42,20.59,3,6,3
2024-03-23 04:00:00,1079.34,20.82,4,6,3
2024-03-23 05:00:00,1164.6,18.36,5,6,3
2024-03-23 06:00:00,1266.55,18.54,6,6,3
2024-03-23 07:00:00,1376.43,18.71,7,6,3
2024-03-23 08:00:00,1502.43,16.87,8,6,3
2024-03-23 09:00:00,1530.89,15.89,9,6,3
2024-03-23 10:00:00,1639.56,19.06,10,6,3
2024-03-23 11:00:00,1650.8,17.54,11,6,3
2024-03-23 12:00:00,1649.1,18.56,12,6,3
2024-03-23 13:00:00,1575.7,21.78,13,6,3
2024-03-23 14:00:00,1556.22,23.1,14,6,3
2024-03-23 15:00:00,1446.14,24.84,15,6,3
2024-03-23 16:00:00,1408.18,23.22,16,6,3
2024-03-23 17:00:00,1312.06,25.54,17,6,3
2024-03-23 18:00:00,1410.47,23.22,18,6,3
2024-03-23 19:00:00,1311.17,24.67,19,6,3
2024-03-23 20:00:00,1389.13,23.62,20,6,3
2024-03-23 21:00:00,1271.0,25.61,21,6,3
2024-03-23 22:00:00,1356.18,25.52,22,6,3
2024-03-23 23:00:00,1239.48,24.89,23,6,3
2024-03-24 00:00:00,1246.23,23.63,0,7,3
2024-03-24 01:00:00,1100.39,23.24,1,7,3
2024-03-24 02:00:00,1051.73,21.0,2,7,3
2024-03-24 03:00:00,996.89,21.61,3,7,3
2024-03-24 04:00:00,1049.82,20.2,4,7,3
2024-03-24 05:00:00,1114.84,17.31,5,7,3
2024-03-24 06:00:00,1239.97,17.31,6,7,3
2024-03-24 07:00:00,1417.76,17.97,7,7,3
2024-03-24 08:00:00,1505.06,20.77,8,7,3
2024-03-24 09:00:00,1545.75,17.95,9,7,3
2024-03-24 10:00:00,1680.21,17.08,10,7,3
2024-03-24 11:00:00,1634.03,20.71,11,7,3
2024-03-24 12:00:00,1571.82,18.22,12,7,3
2024-03-24 13:00:00,1599.35,21.21,13,7,3
2024-03-24 14:00:00,1479.65,22.23,14,7,3
2024-03-24 15:00:00,1435.07,23.17,15,7,3
2024-03-24 16:00:00,1374.57,24.82,16,7,3
2024-03-24 17:00:00,1340.49,21.55,17,7,3
2024-03-24 18:00:00,1374.62,25.2,18,7,3
2024-03-24 19:00:00,1321.1,24.58,19,7,3
2024-03-24 20:00:00,1351.89,25.88,20,7,3
2024-03-24 21:00:00,1405.92,25.55,21,7,3
2024-03-24 22:00:00,1308.3,27.18,22,7,3
2024-03-24 23:00:00,1279.47,23.64,23,7,3
2024-03-25 00:00:00,1339.12,22.97,0,1,3
2024-03-25 01:00:00,1237.0,22.64,1,1,3
2024-03-25 02:00:00,1208.46,22.24,2,1,3
2024-03-25 03:00:00,1199.35,20.74,3,1,3
2024-03-25 04:00:00,1156.33,18.51,4,1,3
2024-03-25 05:00:00,1279.51,19.59,5,1,3
2024-03-25 06:00:00,1363.64,17.5,6,1,3
2024-03-25 07:00:00,1465.3,16.07,7,1,3
2024-03-25 08:00:00,1613.4,16.44,8,1,3
2024-03-25 09:00:00,1739.44,17.79,9,1,3
2024-03-25 10:00:00,1739.86,17.96,10,1,3
2024-03-25 11:00:00,1800.86,18.33,11,1,3
2024-03-25 12:00:00,1758.2,19.41,12,1,3
2024-03-25 13:00:00,1702.93,21.31,13,1,3
2024-03-25 14:00:00,1667.04,21.74,14,1,3
2024-03-25 15:00:00,1671.68,23.93,15,1,3
2024-03-25 16:00:00,1563.49,23.59,16,1,3
2024-03-25 17:00:00,1488.28,25.54,17,1,3
2024-03-25 18:00:00,1435.92,25.02,18,1,3
2024-03-25 19:00:00,1519.17,25.72,19,1,3
2024-03-25 20:00:00,1531.13,25.68,20,1,3
2024-03-25 21:00:00,1519.38,25.47,21,1,3
2024-03-25 22:00:00,1480.69,24.37,22,1,3
2024-03-25 23:00:00,1464.77,24.25,23,1,3
2024-03-26 00:00:00,1348.53,22.72,0,2,3
2024-03-26 01:00:00,1352.4,22.48,1,2,3
2024-03-26 02:00:00,1184.05,20.73,2,2,3
2024-03-26 03:00:00,1230.59,21.47,3,2,3
2024-03-26 04:00:00,1226.27,17.64,4,2,3
2024-03-26 05:00:00,1267.3,20.95,5,2,3
2024-03-26 06:00:00,1313.87,16.82,6,2,3
2024-03-26 07:00:00,1469.29,17.11,7,2,3
2024-03-26 08:00:00,1589.28,19.33,8,2,3
2024-03-26 09:00:00,1736.52,15.45,9,2,3
2024-03-26 10:00:00,1809.83,18.47,10,2,3
2024-03-26 11:00:00,1771.18,17.31,11,2,3
2024-03-26 12:00:00,1739.83,17.98,12,2,3
2024-03-26 13:00:00,1723.3,19.46,13,2,3
2024-03-26 14:00:00,1616.3,21.96,14,2,3
2024-03-26 15:00:00,1555.68,22.03,15,2,3
2024-03-26 16:00:00,1518.5,22.63,16,2,3
2024-03-26 17:00:00,1562.54,21.3,17,2,3
2024-03-26 18:00:00,1533.62,24.44,18,2,3
2024-03-26 19:00:00,1519.48,24.33,19,2,3
2024-03-26 20:00:00,1507.81,26.42,20,2,3
2024-03-26 21:00:00,1523.84,26.06,21,2,3
2024-03-26 22:00:00,1492.47,26.9,22,2,3
2024-03-26 23:00:00,1406.55,25.58,23,2,3
2024-03-27 00:00:00,1444.83,25.24,0,3,3
2024-03-27 01:00:00,1257.04,23.62,1,3,3
2024-03-27 02:00:00,1175.59,22.06,2,3,3
2024-03-27 03:00:00,1174.18,20.46,3,3,3
2024-03-27 04:00:00,1183.45,19.17,4,3,3
2024-03-27 05:00:00,1261.74,19.56,5,3,3
2024-03-27 06:00:00,1358.08,17.51,6,3,3
2024-03-27 07:00:00,1457.39,17.46,7,3,3
2024-03-27 08:00:00,1586.63,16.98,8,3,3
2024-03-27 09:00:00,1666.52,19.93,9,3,3
2024-03-27 10:00:00,1763.41,19.07,10,3,3
2024-03-27 11:00:00,1750.11,16.88,11,3,3
2024-03-27 12:00:00,1802.21,21.46,12,3,3
2024-03-27 13:00:00,1728.47,21.85,13,3,3
2024-03-27 14:00:00,1610.37,21.73,14,3,3
2024-03-27 15:00:00,1566.48,23.15,15,3,3
2024-03-27 16:00:00,1451.71,24.86,16,3,3
2024-03-27 17:00:00,1525.83,23.73,17,3,3
2024-03-27 18:00:00,1470.63,26.56,18,3,3
2024-03-27 19:00:00,1517.51,24.78,19,3,3
2024-03-27 20:00:00,1442.34,27.13,20,3,3
2024-03-27 21:00:00,1508.68,27.74,21,3,3
2024-03-27 22:00:00,1438.17,25.39,22,3,3
2024-03-27 23:00:00,1433.56,25.85,23,3,3
2024-03-28 00:00:00,1306.61,23.69,0,4,3
2024-03-28 01:00:00,1324.7,22.97,1,4,3
2024-03-28 02:00:00,1161.65,20.0,2,4,3
2024-03-28 03:00:00,1178.85,22.77,3,4,3
2024-03-28 04:00:00,1162.75,19.3,4,4,3
2024-03-28 05:00:00,1329.63,18.21,5,4,3
2024-03-28 06:00:00,1322.09,15.7,6,4,3
2024-03-28 07:00:00,1470.23,18.2,7,4,3
2024-03-28 08:00:00,1596.79,17.36,8,4,3
2024-03-28 09:00:00,1753.08,16.93,9,4,3
2024-03-28 10:00:00,1744.47,16.76,10,4,3
2024-03-28 11:00:00,1844.76,18.54,11,4,3
2024-03-28 12:00:00,1701.71,18.44,12,4,3
2024-03-28 13:00:00,1762.44,19.22,13,4,3
2024-03-28 14:00:00,1603.74,21.49,14,4,3
2024-03-28 15:00:00,1603.28,22.31,15,4,3
2024-03-28 16:00:00,1562.9,22.74,16,4,3
2024-03-28 17:00:00,1493.09,25.76,17,4,3
2024-03-28 18:00:00,1474.45,25.4,18,4,3
2024-03-28 19:00:00,1520.79,26.56,19,4,3
2024-03-28 20:00:00,1491.18,23.52,20,4,3
2024-03-28 21:00:00,1461.71,25.38,21,4,3
2024-03-28 22:00:00,1519.07,24.18,22,4,3
2024-03-28 23:00:00,1417.86,26.86,23,4,3
2024-03-29 00:00:00,1348.22,24.74,0,5,3
2024-03-29 01:00:00,1263.58,21.66,1,5,3
2024-03-29 02:00:00,1205.5,20.83,2,5,3
2024-03-29 03:00:00,1247.07,20.75,3,5,3
2024-03-29 04:00:00,1214.65,18.84,4,5,3
2024-03-29 05:00:00,1307.53,19.36,5,5,3
2024-03-29 06:00:00,1390.47,19.57,6,5,3
2024-03-29 07:00:00,1495.32,16.44,7,5,3
2024-03-29 08:00:00,1498.85,18.67,8,5,3
2024-03-29 09:00:00,1754.46,18.06,9,5,3
2024-03-29 10:00:00,1763.0,16.98,10,5,3
2024-03-29 11:00:00,1752.71,18.63,11,5,3
2024-03-29 12:00:00,1803.33,20.45,12,5,3
2024-03-29 13:00:00,1751.16,19.62,13,5,3
2024-03-29 14:00:00,1630.78,19.8,14,5,3
2024-03-29 15:00:00,1537.67,22.42,15,5,3
2024-03-29 16:00:00,1577.89,22.87,16,5,3
2024-03-29 17:00:00,1479.13,23.77,17,5,3
2024-03-29 18:00:00,1520.57,24.58,18,5,3
2024-03-29 19:00:00,1487.04,23.82,19,5,3
2024-03-29 20:00:00,1480.18,25.36,20,5,3
2024-03-29 21:00:00,1492.05,26.24,21,5,3
2024-03-29 22:00:00,1471.31,25.18,22,5,3
2024-03-29 23:00:00,1419.28,24.01,23,5,3
2024-03-30 00:00:00,1177.53,21.69,0,6,3
2024-03-30 01:00:00,1148.27,22.93,1,6,3
2024-03-30 02:00:00,1102.28,21.55,2,6,3
2024-03-30 03:00:00,1063.95,20.79,3,6,3
2024-03-30 04:00:00,1152.07,20.6,4,6,3
2024-03-30 05:00:00,1151.86,19.16,5,6,3
2024-03-30 06:00:00,1213.99,19.0,6,6,3
2024-03-30 07:00:00,1373.44,15.98,7,6,3
2024-03-30 08:00:00,1438.78,16.97,8,6,3
2024-03-30 09:00:00,1598.5,18.2,9,6,3
2024-03-30 10:00:00,1661.24,16.15,10,6,3
2024-03-30 11:00:00,1606.53,18.43,11,6,3
2024-03-30 12:00:00,1619.62,17.49,12,6,3
2024-03-30 13:00:00,1640.24,19.52,13,6,3
2024-03-30 14:00:00,1538.53,21.43,14,6,3
2024-03-30 15:00:00,1411.19,22.58,15,6,3
2024-03-30 16:00:00,1399.06,23.45,16,6,3
2024-03-30 17:00:00,1322.89,22.87,17,6,3
2024-03-30 18:00:00,1360.15,25.1,18,6,3
2024-03-30 19:00:00,1330.39,24.44,19,6,3
2024-03-30 20:00:00,1387.89,24.92,20,6,3
2024-03-30 21:00:00,1342.03,26.1,21,6,3
2024-03-30 22:00:00,1297.51,26.03,22,6,3
2024-03-30 23:00:00,1262.51,25.87,23,6,3
2024-03-31 00:00:00,1173.17,23.8,0,7,3
2024-03-31 01:00:00,1210.78,22.74,1,7,3
2024-03-31 02:00:00,1060.72,20.88,2,7,3
2024-03-31 03:00:00,1021.29,20.2,3,7,3
2024-03-31 04:00:00,1083.41,19.85,4,7,3
2024-03-31 05:00:00,1106.22,16.88,5,7,3
2024-03-31 06:00:00,1291.78,18.88,6,7,3
2024-03-31 07:00:00,1402.72,18.58,7,7,3
2024-03-31 08:00:00,1479.35,15.89,8,7,3
2024-03-31 09:00:00,1576.76,18.06,9,7,3
2024-03-31 10:00:00,1637.7,16.61,10,7,3
2024-03-31 11:00:00,1633.81,20.34,11,7,3
2024-03-31 12:00:00,1628.97,20.85,12,7,3
2024-03-31 13:00:00,1537.34,21.78,13,7,3
2024-03-31 14:00:00,1512.45,22.51,14,7,3
2024-03-31 15:00:00,1481.68,21.88,15,7,3
2024-03-31 16:00:00,1415.96,23.43,16,7,3
2024-03-31 17:00:00,1386.16,24.24,17,7,3
2024-03-31 18:00:00,1345.35,25.93,18,7,3
2024-03-31 19:00:00,1388.91,24.81,19,7,3
2024-03-31 20:00:00,1379.78,24.46,20,7,3
2024-03-31 21:00:00,1393.06,25.69,21,7,3
2024-03-31 22:00:00,1356.9,24.25,22,7,3
2024-03-31 23:00:00,1273.31,24.49,23,7,3
2024-04-01 00:00:00,1398.16,28.78,0,1,4
2024-04-01 01:00:00,1327.55,27.6,1,1,4
2024-04-01 02:00:00,1383.07,26.63,2,1,4
2024-04-01 03:00:00,1314.28,23.98,3,1,4
2024-04-01 04:00:00,1266.42,23.9,4,1,4
2024-04-01 05:00:00,1340.95,20.71,5,1,4
2024-04-01 06:00:00,1476.91,23.7,6,1,4
2024-04-01 07:00:00,1616.75,23.2,7,1,4
2024-04-01 08:00:00,1665.11,22.24,8,1,4
2024-04-01 09:00:00,1771.0,22.17,9,1,4
2024-04-01 10:00:00,1802.11,23.74,10,1,4
2024-04-01 11:00:00,1865.04,23.43,11,1,4
2024-04-01 12:00:00,1959.21,25.85,12,1,4
2024-04-01 13:00:00,1784.93,24.33,13,1,4
2024-04-01 14:00:00,1733.54,29.35,14,1,4
2024-04-01 15:00:00,1725.34,23.44,15,1,4
2024-04-01 16:00:00,1672.46,25.24,16,1,4
2024-04-01 17:00:00,1665.31,30.71,17,1,4
2024-04-01 18:00:00,1616.88,28.78,18,1,4
2024-04-01 19:00:00,1683.89,29.3,19,1,4
2024-04-01 20:00:00,1670.4,30.32,20,1,4
2024-04-01 21:00:00,1740.89,32.01,21,1,4
2024-04-01 22:00:00,1649.4,29.25,22,1,4
2024-04-01 23:00:00,1518.21,28.53,23,1,4
2024-04-02 00:00:00,1436.61,26.96,0,2,4
2024-04-02 01:00:00,1380.07,28.81,1,2,4
2024-04-02 02:00:00,1295.58,27.29,2,2,4
2024-04-02 03:00:00,1244.59,26.56,3,2,4
2024-04-02 04:00:00,1300.55,25.92,4,2,4
2024-04-02 05:00:00,1393.54,22.43,5,2,4
2024-04-02 06:00:00,1420.77,23.04,6,2,4
2024-04-02 07:00:00,1592.69,20.99,7,2,4
2024-04-02 08:00:00,1735.32,21.66,8,2,4
2024-04-02 09:00:00,1808.96,23.47,9,2,4
2024-04-02 10:00:00,1897.54,22.06,10,2,4
2024-04-02 11:00:00,1855.93,24.21,11,2,4
2024-04-02 12:00:00,1849.79,24.19,12,2,4
2024-04-02 13:00:00,1825.83,24.19,13,2,4
2024-04-02 14:00:00,1718.81,26.73,14,2,4
2024-04-02 15:00:00,1670.6,25.74,15,2,4
2024-04-02 16:00:00,1593.82,29.75,16,2,4
2024-04-02 17:00:00,1587.51,27.5,17,2,4
2024-04-02 18:00:00,1661.83,30.2,18,2,4
2024-04-02 19:00:00,1686.72,30.07,19,2,4
2024-04-02 20:00:00,1708.45,31.13,20,2,4
2024-04-02 21:00:00,1583.33,28.62,21,2,4
2024-04-02 22:00:00,1568.46,27.54,22,2,4
2024-04-02 23:00:00,1515.11,27.36,23,2,4
2024-04-03 00:00:00,1544.22,30.93,0,3,4
2024-04-03 01:00:00,1383.73,26.24,1,3,4
2024-04-03 02:00:00,1304.35,24.68,2,3,4
2024-04-03 03:00:00,1273.17,24.89,3,3,4
2024-04-03 04:00:00,1311.3,24.32,4,3,4
2024-04-03 05:00:00,1392.77,21.7,5,3,4
2024-04-03 06:00:00,1469.32,23.34,6,3,4
2024-04-03 07:00:00,1701.99,22.58,7,3,4
2024-04-03 08:00:00,1730.74,24.64,8,3,4
2024-04-03 09:00:00,1773.36,22.63,9,3,4
2024-04-03 10:00:00,1881.4,22.76,10,3,4
2024-04-03 11:00:00,1898.28,22.32,11,3,4
2024-04-03 12:00:00,1863.2,25.17,12,3,4
2024-04-03 13:00:00,1760.95,24.77,13,3,4
2024-04-03 14:00:00,1699.23,26.84,14,3,4
2024-04-03 15:00:00,1683.04,28.45,15,3,4
2024-04-03 16:00:00,1658.19,26.82,16,3,4
2024-04-03 17:00:00,1730.52,30.67,17,3,4
2024-04-03 18:00:00,1596.08,29.64,18,3,4
2024-04-03 19:00:00,1613.58,29.25,19,3,4
2024-04-03 20:00:00,1660.4,30.13,20,3,4
2024-04-03 21:00:00,1641.58,30.07,21,3,4
2024-04-03 22:00:00,1571.59,30.31,22,3,4
2024-04-03 23:00:00,1490.29,27.9,23,3,4
2024-04-04 00:00:00,1457.17,27.91,0,4,4
2024-04-04 01:00:00,1356.94,25.51,1,4,4
2024-04-04 02:00:00,1234.9,26.93,2,4,4
2024-04-04 03:00:00,1229.02,24.47,3,4,4
2024-04-04 04:00:00,1268.1,24.52,4,4,4
2024-04-04 05:00:00,1332.62,23.79,5,4,4
2024-04-04 06:00:00,1400.02,22.89,6,4,4
2024-04-04 07:00:00,1589.21,22.85,7,4,4
2024-04-04 08:00:00,1724.03,21.73,8,4,4
2024-04-04 09:00:00,1725.21,22.9,9,4,4
2024-04-04 10:00:00,1808.79,22.15,10,4,4
2024-04-04 11:00:00,1839.51,22.74,11,4,4
2024-04-04 12:00:00,1938.08,21.36,12,4,4
2024-04-04 13:00:00,1799.69,22.1,13,4,4
2024-04-04 14:00:00,1687.59,24.47,14,4,4
2024-04-04 15:00:00,1678.11,26.96,15,4,4
2024-04-04 16:00:00,1650.03,29.21,16,4,4
2024-04-04 17:00:00,1599.35,27.71,17,4,4
2024-04-04 18:00:00,1520.12,27.47,18,4,4
2024-04-04 19:00:00,1652.12,30.62,19,4,4
2024-04-04 20:00:00,1723.71,30.91,20,4,4
2024-04-04 21:00:00,1712.77,30.28,21,4,4
2024-04-04 22:00:00,1511.77,28.32,22,4,4
2024-04-04 23:00:00,1544.83,28.96,23,4,4
2024-04-05 00:00:00,1491.92,28.34,0,5,4
2024-04-05 01:00:00,1360.79,25.65,1,5,4
2024-04-05 02:00:00,1331.47,26.63,2,5,4
2024-04-05 03:00:00,1344.93,24.28,3,5,4
2024-04-05 04:00:00,1308.35,24.91,4,5,4
2024-04-05 05:00:00,1284.93,20.91,5,5,4
2024-04-05 06:00:00,1426.24,25.42,6,5,4
2024-04-05 07:00:00,1641.6,24.32,7,5,4
2024-04-05 08:00:00,1638.46,22.6,8,5,4
2024-04-05 09:00:00,1809.63,21.62,9,5,4
2024-04-05 10:00:00,1845.24,22.62,10,5,4
2024-04-05 11:00:00,1957.62,23.79,11,5,4
2024-04-05 12:00:00,1859.77,23.71,12,5,4
2024-04-05 13:00:00,1793.35,25.06,13,5,4
2024-04-05 14:00:00,1664.54,24.85,14,5,4
2024-04-05 15:00:00,1666.62,27.42,15,5,4
2024-04-05 16:00:00,1674.93,29.95,16,5,4
2024-04-05 17:00:00,1701.18,30.67,17,5,4
2024-04-05 18:00:00,1620.32,30.78,18,5,4
2024-04-05 19:00:00,1672.66,28.94,19,5,4
2024-04-05 20:00:00,1641.35,28.6,20,5,4
2024-04-05 21:00:00,1679.55,31.94,21,5,4
2024-04-05 22:00:00,1647.49,30.15,22,5,4
2024-04-05 23:00:00,1542.64,29.52,23,5,4
2024-04-06 00:00:00,1237.46,27.15,0,6,4
2024-04-06 01:00:00,1219.3,24.55,1,6,4
2024-04-06 02:00:00,1159.17,23.97,2,6,4
2024-04-06 03:00:00,1141.15,25.31,3,6,4
2024-04-06 04:00:00,1105.45,26.22,4,6,4
2024-04-06 05:00:00,1244.24,21.75,5,6,4
2024-04-06 06:00:00,1348.54,21.78,6,6,4
2024-04-06 07:00:00,1442.79,21.25,7,6,4
2024-04-06 08:00:00,1596.79,20.71,8,6,4
2024-04-06 09:00:00,1648.79,22.17,9,6,4
2024-04-06 10:00:00,1680.48,26.2,10,6,4
2024-04-06 11:00:00,1743.56,22.91,11,6,4
2024-04-06 12:00:00,1755.21,23.9,12,6,4
2024-04-06 13:00:00,1663.15,25.77,13,6,4
2024-04-06 14:00:00,1658.42,25.12,14,6,4
2024-04-06 15:00:00,1560.54,26.8,15,6,4
2024-04-06 16:00:00,1441.84,27.94,16,6,4
2024-04-06 17:00:00,1568.93,29.68,17,6,4
2024-04-06 18:00:00,1413.58,28.1,18,6,4
2024-04-06 19:00:00,1481.27,28.99,19,6,4
2024-04-06 20:00:00,1572.9,30.03,20,6,4
2024-04-06 21:00:00,1476.63,29.18,21,6,4
2024-04-06 22:00:00,1537.26,28.85,22,6,4
2024-04-06 23:00:00,1397.54,26.85,23,6,4
2024-04-07 00:00:00,1349.79,30.05,0,7,4
2024-04-07 01:00:00,1148.92,25.85,1,7,4
2024-04-07 02:00:00,1182.23,26.75,2,7,4
2024-04-07 03:00:00,1114.41,25.47,3,7,4
2024-04-07 04:00:00,1121.29,22.64,4,7,4
2024-04-07 05:00:00,1265.93,22.97,5,7,4
2024-04-07 06:00:00,1276.49,23.96,6,7,4
2024-04-07 07:00:00,1369.45,21.23,7,7,4
2024-04-07 08:00:00,1551.38,23.35,8,7,4
2024-04-07 09:00:00,1691.46,22.2,9,7,4
2024-04-07 10:00:00,1722.8,24.53,10,7,4
2024-04-07 11:00:00,1721.19,23.73,11,7,4
2024-04-07 12:00:00,1731.19,25.1,12,7,4
2024-04-07 13:00:00,1727.36,23.86,13,7,4
2024-04-07 14:00:00,1570.64,23.1,14,7,4
2024-04-07 15:00:00,1638.72,28.55,15,7,4
2024-04-07 16:00:00,1472.73,27.11,16,7,4
2024-04-07 17:00:00,1462.63,27.69,17,7,4
2024-04-07 18:00:00,1492.24,28.69,18,7,4
2024-04-07 19:00:00,1559.55,29.58,19,7,4
2024-04-07 20:00:00,1496.7,29.71,20,7,4
2024-04-07 21:00:00,1516.3,30.73,21,7,4
2024-04-07 22:00:00,1490.72,30.05,22,7,4
2024-04-07 23:00:00,1354.91,27.27,23,7,4
2024-04-08 00:00:00,1444.35,28.36,0,1,4
2024-04-08 01:00:00,1382.57,26.54,1,1,4
2024-04-08 02:00:00,1292.11,27.35,2,1,4
2024-04-08 03:00:00,1358.68,23.6,3,1,4
2024-04-08 04:00:00,1269.1,24.53,4,1,4
2024-04-08 05:00:00,1305.41,22.26,5,1,4
2024-04-08 06:00:00,1463.03,22.69,6,1,4
2024-04-08 07:00:00,1581.09,20.05,7,1,4
2024-04-08 08:00:00,1647.49,23.03,8,1,4
2024-04-08 09:00:00,1773.56,23.4,9,1,4
2024-04-08 10:00:00,1879.05,22.32,10,1,4
2024-04-08 11:00:00,1948.68,22.08,11,1,4
2024-04-08 12:00:00,1870.58,23.46,12,1,4
2024-04-08 13:00:00,1737.7,28.09,13,1,4
2024-04-08 14:00:00,1751.91,27.62,14,1,4
2024-04-08 15:00:00,1629.05,27.13,15,1,4
2024-04-08 16:00:00,1561.58,28.58,16,1,4
2024-04-08 17:00:00,1585.25,29.31,17,1,4
2024-04-08 18:00:00,1651.07,27.52,18,1,4
2024-04-08 19:00:00,1637.34,30.54,19,1,4
2024-04-08 20:00:00,1556.86,28.29,20,1,4
2024-04-08 21:00:00,1717.15,31.5,21,1,4
2024-04-08 22:00:00,1615.34,28.63,22,1,4
2024-04-08 23:00:00,1502.18,27.12,23,1,4
2024-04-09 00:00:00,1488.44,28.83,0,2,4
2024-04-09 01:00:00,1326.45,26.87,1,2,4
2024-04-09 02:00:00,1291.52,25.21,2,2,4
2024-04-09 03:00:00,1276.31,23.75,3,2,4
2024-04-09 04:00:00,1244.03,24.1,4,2,4
2024-04-09 05:00:00,1387.74,22.97,5,2,4
2024-04-09 06:00:00,1454.73,22.56,6,2,4
2024-04-09 07:00:00,1525.32,21.02,7,2,4
2024-04-09 08:00:00,1644.69,22.28,8,2,4
2024-04-09 09:00:00,1823.11,22.33,9,2,4
2024-04-09 10:00:00,1886.37,23.34,10,2,4
2024-04-09 11:00:00,1872.26,22.78,11,2,4
2024-04-09 12:00:00,1864.85,23.54,12,2,4
2024-04-09 13:00:00,1746.15,25.92,13,2,4
2024-04-09 14:00:00,1690.61,25.85,14,2,4
2024-04-09 15:00:00,1695.6,25.95,15,2,4
2024-04-09 16:00:00,1579.53,28.81,16,2,4
2024-04-09 17:00:00,1564.22,29.91,17,2,4
2024-04-09 18:00:00,1620.81,31.46,18,2,4
2024-04-09 19:00:00,1681.83,29.72,19,2,4
2024-04-09 20:00:00,1618.59,30.31,20,2,4
2024-04-09 21:00:00,1616.27,29.71,21,2,4
2024-04-09 22:00:00,1595.57,28.58,22,2,4
2024-04-09 23:00:00,1532.67,30.27,23,2,4
2024-04-10 00:00:00,1434.32,29.03,0,3,4
2024-04-10 01:00:00,1313.29,25.76,1,3,4
2024-04-10 02:00:00,1331.42,26.9,2,3,4
2024-04-10 03:00:00,1169.07,25.21,3,3,4
2024-04-10 04:00:00,1297.33,23.84,4,3,4
2024-04-10 05:00:00,1383.99,22.69,5,3,4
2024-04-10 06:00:00,1498.92,22.7,6,3,4
2024-04-10 07:00:00,1593.11,19.85,7,3,4
2024-04-10 08:00:00,1700.7,22.21,8,3,4
2024-04-10 09:00:00,1807.7,20.66,9,3,4
2024-04-10 10:00:00,1839.46,22.01,10,3,4
2024-04-10 11:00:00,1902.3,23.78,11,3,4
